question_id,question_subcategory,question_keyword,question_description,question_type,train_phase
benefit_search-outpatient_skin_procedure-1,outpatient skin procedure,Mohs Surgery,Which plan(s) cover [outpatient skin procedure]?,1,Which plan(s) cover mohs Surgery?
benefit_search-outpatient_skin_procedure-2,outpatient skin procedure,Mohs Surgery,How much does [outpatient skin procedure] cost to me?,2,How much does mohs Surgery cost to me?
benefit_search-outpatient_skin_procedure-1,outpatient skin procedure,Nail Procedure,Which plan(s) cover [outpatient skin procedure]?,1,Which plan(s) cover nail Procedure?
benefit_search-outpatient_skin_procedure-2,outpatient skin procedure,Nail Procedure,How much does [outpatient skin procedure] cost to me?,2,How much does nail Procedure cost to me?
benefit_search-outpatient_skin_procedure-1,outpatient skin procedure,Skin Biopsy,Which plan(s) cover [outpatient skin procedure]?,1,Which plan(s) cover skin Biopsy?
benefit_search-outpatient_skin_procedure-2,outpatient skin procedure,Skin Biopsy,How much does [outpatient skin procedure] cost to me?,2,How much does skin Biopsy cost to me?
benefit_search-outpatient_skin_procedure-1,outpatient skin procedure,Skin Grafting,Which plan(s) cover [outpatient skin procedure]?,1,Which plan(s) cover skin Grafting?
benefit_search-outpatient_skin_procedure-2,outpatient skin procedure,Skin Grafting,How much does [outpatient skin procedure] cost to me?,2,How much does skin Grafting cost to me?
benefit_search-outpatient_skin_procedure-1,outpatient skin procedure,Skin Lesion Excision,Which plan(s) cover [outpatient skin procedure]?,1,Which plan(s) cover skin Lesion Excision?
benefit_search-outpatient_skin_procedure-2,outpatient skin procedure,Skin Lesion Excision,How much does [outpatient skin procedure] cost to me?,2,How much does skin Lesion Excision cost to me?
benefit_search-outpatient_skin_procedure-1,outpatient skin procedure,Wound Repair - All Levels,Which plan(s) cover [outpatient skin procedure]?,1,Which plan(s) cover wound Repair - All Levels?
benefit_search-outpatient_skin_procedure-2,outpatient skin procedure,Wound Repair - All Levels,How much does [outpatient skin procedure] cost to me?,2,How much does wound Repair - All Levels cost to me?
benefit_search-outpatient_vascular_procedure-1,outpatient vascular procedure,A-V Fistula Creation,Which plan(s) cover [outpatient vascular procedure]?,1,Which plan(s) cover a-V Fistula Creation?
benefit_search-outpatient_vascular_procedure-2,outpatient vascular procedure,A-V Fistula Creation,How much does [outpatient vascular procedure] cost to me?,2,How much does a-V Fistula Creation cost to me?
benefit_search-outpatient_vascular_procedure-1,outpatient vascular procedure,A-V Fistula PCI,Which plan(s) cover [outpatient vascular procedure]?,1,Which plan(s) cover a-V Fistula PCI?
benefit_search-outpatient_vascular_procedure-2,outpatient vascular procedure,A-V Fistula PCI,How much does [outpatient vascular procedure] cost to me?,2,How much does a-V Fistula PCI cost to me?
benefit_search-outpatient_vascular_procedure-1,outpatient vascular procedure,Transluminal Angioplasty - Arterial,Which plan(s) cover [outpatient vascular procedure]?,1,Which plan(s) cover transluminal Angioplasty - Arterial?
benefit_search-outpatient_vascular_procedure-2,outpatient vascular procedure,Transluminal Angioplasty - Arterial,How much does [outpatient vascular procedure] cost to me?,2,How much does transluminal Angioplasty - Arterial cost to me?
benefit_search-outpatient_vascular_procedure-1,outpatient vascular procedure,Transvascular Stent,Which plan(s) cover [outpatient vascular procedure]?,1,Which plan(s) cover transvascular Stent?
benefit_search-outpatient_vascular_procedure-2,outpatient vascular procedure,Transvascular Stent,How much does [outpatient vascular procedure] cost to me?,2,How much does transvascular Stent cost to me?
benefit_search-outpatient_vascular_procedure-1,outpatient vascular procedure,Varicose Vein Ablation,Which plan(s) cover [outpatient vascular procedure]?,1,Which plan(s) cover varicose Vein Ablation?
benefit_search-outpatient_vascular_procedure-2,outpatient vascular procedure,Varicose Vein Ablation,How much does [outpatient vascular procedure] cost to me?,2,How much does varicose Vein Ablation cost to me?
benefit_search-outpatient_vascular_procedure-1,outpatient vascular procedure,Vascular Embolization,Which plan(s) cover [outpatient vascular procedure]?,1,Which plan(s) cover vascular Embolization?
benefit_search-outpatient_vascular_procedure-2,outpatient vascular procedure,Vascular Embolization,How much does [outpatient vascular procedure] cost to me?,2,How much does vascular Embolization cost to me?
benefit_search-outpatient_vascular_procedure-1,outpatient vascular procedure,Venous Catheter Insertion,Which plan(s) cover [outpatient vascular procedure]?,1,Which plan(s) cover venous Catheter Insertion?
benefit_search-outpatient_vascular_procedure-2,outpatient vascular procedure,Venous Catheter Insertion,How much does [outpatient vascular procedure] cost to me?,2,How much does venous Catheter Insertion cost to me?
benefit_search-outpatient_skin_procedure-1,outpatient skin procedure,Replacement of tissue expander(s) with permanent implant,Which plan(s) cover [outpatient skin procedure]?,1,Which plan(s) cover replacement of tissue expander(s) with permanent implant?
benefit_search-outpatient_skin_procedure-2,outpatient skin procedure,Replacement of tissue expander(s) with permanent implant,How much does [outpatient skin procedure] cost to me?,2,How much does replacement of tissue expander(s) with permanent implant cost to me?
benefit_search-outpatient_breast_procedure-1,outpatient breast procedure,"Biopsy of breast; open, incisional",Which plan(s) cover [outpatient breast procedure]?,1,"Which plan(s) cover biopsy of breast; open, incisional?"
benefit_search-outpatient_breast_procedure-2,outpatient breast procedure,"Biopsy of breast; open, incisional",How much does [outpatient breast procedure] cost to me?,2,"How much does biopsy of breast; open, incisional cost to me?"
benefit_search-outpatient_breast_procedure-1,outpatient breast procedure,"Ablation, cryosurgical, of fibroadenoma, including ultrasound guidance, each fibroadenoma",Which plan(s) cover [outpatient breast procedure]?,1,"Which plan(s) cover ablation, cryosurgical, of fibroadenoma, including ultrasound guidance, each fibroadenoma?"
benefit_search-outpatient_breast_procedure-2,outpatient breast procedure,"Ablation, cryosurgical, of fibroadenoma, including ultrasound guidance, each fibroadenoma",How much does [outpatient breast procedure] cost to me?,2,"How much does ablation, cryosurgical, of fibroadenoma, including ultrasound guidance, each fibroadenoma cost to me?"
benefit_search-outpatient_breast_procedure-1,outpatient breast procedure,"Nipple exploration, with or without excision of a solitary lactiferous duct or a papilloma lactiferous duct",Which plan(s) cover [outpatient breast procedure]?,1,"Which plan(s) cover nipple exploration, with or without excision of a solitary lactiferous duct or a papilloma lactiferous duct?"
benefit_search-outpatient_breast_procedure-2,outpatient breast procedure,"Nipple exploration, with or without excision of a solitary lactiferous duct or a papilloma lactiferous duct",How much does [outpatient breast procedure] cost to me?,2,"How much does nipple exploration, with or without excision of a solitary lactiferous duct or a papilloma lactiferous duct cost to me?"
benefit_search-outpatient_breast_procedure-1,outpatient breast procedure,Excision of lactiferous duct fistula,Which plan(s) cover [outpatient breast procedure]?,1,Which plan(s) cover excision of lactiferous duct fistula?
benefit_search-outpatient_breast_procedure-2,outpatient breast procedure,Excision of lactiferous duct fistula,How much does [outpatient breast procedure] cost to me?,2,How much does excision of lactiferous duct fistula cost to me?
benefit_search-outpatient_breast_procedure-1,outpatient breast procedure,"Excision of cyst, fibroadenoma, or other benign or malignant tumor, aberrant breast tissue, duct lesion, nipple or areolar lesion (except 19300), open, male or female, 1 or more lesions",Which plan(s) cover [outpatient breast procedure]?,1,"Which plan(s) cover excision of cyst, fibroadenoma, or other benign or malignant tumor, aberrant breast tissue, duct lesion, nipple or areolar lesion (except 19300), open, male or female, 1 or more lesions?"
benefit_search-outpatient_breast_procedure-2,outpatient breast procedure,"Excision of cyst, fibroadenoma, or other benign or malignant tumor, aberrant breast tissue, duct lesion, nipple or areolar lesion (except 19300), open, male or female, 1 or more lesions",How much does [outpatient breast procedure] cost to me?,2,"How much does excision of cyst, fibroadenoma, or other benign or malignant tumor, aberrant breast tissue, duct lesion, nipple or areolar lesion (except 19300), open, male or female, 1 or more lesions cost to me?"
benefit_search-outpatient_breast_procedure-1,outpatient breast procedure,"Excision of breast lesion identified by pre-operative placement of radiological marker, open, single lesion ",Which plan(s) cover [outpatient breast procedure]?,1,"Which plan(s) cover excision of breast lesion identified by pre-operative placement of radiological marker, open, single lesion ?"
benefit_search-outpatient_breast_procedure-2,outpatient breast procedure,"Excision of breast lesion identified by pre-operative placement of radiological marker, open, single lesion ",How much does [outpatient breast procedure] cost to me?,2,"How much does excision of breast lesion identified by pre-operative placement of radiological marker, open, single lesion  cost to me?"
benefit_search-outpatient_breast_procedure-1,outpatient breast procedure,Mastectomy for gynecomastia,Which plan(s) cover [outpatient breast procedure]?,1,Which plan(s) cover mastectomy for gynecomastia?
benefit_search-outpatient_breast_procedure-2,outpatient breast procedure,Mastectomy for gynecomastia,How much does [outpatient breast procedure] cost to me?,2,How much does mastectomy for gynecomastia cost to me?
benefit_search-outpatient_breast_procedure-1,outpatient breast procedure,"Mastectomy, partial (eg, lumpectomy, tylectomy, quadrantectomy, segmentectomy);",Which plan(s) cover [outpatient breast procedure]?,1,"Which plan(s) cover mastectomy, partial (eg, lumpectomy, tylectomy, quadrantectomy, segmentectomy);?"
benefit_search-outpatient_breast_procedure-2,outpatient breast procedure,"Mastectomy, partial (eg, lumpectomy, tylectomy, quadrantectomy, segmentectomy);",How much does [outpatient breast procedure] cost to me?,2,"How much does mastectomy, partial (eg, lumpectomy, tylectomy, quadrantectomy, segmentectomy); cost to me?"
benefit_search-outpatient_breast_procedure-1,outpatient breast procedure,"Mastectomy, partial (eg, lumpectomy, tylectomy, quadrantectomy, segmentectomy); with axillary lymphadenectomy",Which plan(s) cover [outpatient breast procedure]?,1,"Which plan(s) cover mastectomy, partial (eg, lumpectomy, tylectomy, quadrantectomy, segmentectomy); with axillary lymphadenectomy?"
benefit_search-outpatient_breast_procedure-2,outpatient breast procedure,"Mastectomy, partial (eg, lumpectomy, tylectomy, quadrantectomy, segmentectomy); with axillary lymphadenectomy",How much does [outpatient breast procedure] cost to me?,2,"How much does mastectomy, partial (eg, lumpectomy, tylectomy, quadrantectomy, segmentectomy); with axillary lymphadenectomy cost to me?"
benefit_search-outpatient_breast_procedure-1,outpatient breast procedure,"Mastectomy, simple, complete",Which plan(s) cover [outpatient breast procedure]?,1,"Which plan(s) cover mastectomy, simple, complete?"
